Data Percentage,Num Images,Epoch,Accuracy
0.5,295,0,9.74
0.5,295,1,11.35
0.5,295,2,11.35
0.5,295,3,14.44
0.5,295,4,22.54
0.5,295,5,32.5
0.5,295,6,42.32
0.5,295,7,49.19
0.5,295,8,53.38
0.5,295,9,56.97
0.5,295,10,59.75
